pop,neg_phi,k,bits,safety,cosafety,obligation,recurrence,persistence,brute,ms,note
rev,3state1ap0acc_005286,3state1ap0acc_025136,82,1,1,1,1,1,skip-bits,87.8,
rev,3state1ap0acc_005286_c,2state1ap2acc_parity_2292326218,58,1,1,1,1,1,skip-bits,52.8,
rev,3state1ap0acc_005288_c,3state1ap0acc_030733_c,16,1,1,1,1,1,skip-bits,3.3,
rev,3state1ap0acc_005402,3state1ap0acc_026653_c,61,1,0,1,1,1,skip-bits,320.5,
rev,3state1ap0acc_005800,2state1ap2acc_parity_1297172901,7,1,0,1,1,1,ok,73.9,
rev,3state1ap0acc_006152,3state1ap1acc_01216476160_c,7,1,1,1,1,1,ok,22.3,
rev,3state1ap0acc_006170_c,3state1ap1acc_25170543041_c,5,0,1,1,1,1,ok,21.7,
rev,3state1ap0acc_006188,2state1ap2acc_parity_0682573952_c,18,1,0,1,1,1,skip-bits,16.7,
rev,3state1ap0acc_006328_c,2state1ap2acc_parity_0047726660_c,39,0,1,1,1,1,skip-bits,72.0,
rev,3state1ap0acc_006472_c,3state1ap0acc_024841,13,1,1,1,1,1,skip-bits,5.2,
rev,3state1ap0acc_007716_c,3state1ap0acc_024684_c,66,0,1,1,1,1,skip-bits,1876.8,
rev,3state1ap0acc_012568,3state1ap0acc_026641_c,13,1,0,1,1,1,skip-bits,13.5,
rev,3state1ap0acc_012614,3state1ap0acc_030024_c,6,1,0,1,1,1,ok,19.8,
rev,3state1ap0acc_013356_c,4state1ap1acc_parity_04902587422865489929_c,34,0,1,1,1,1,skip-bits,15.2,
rev,3state1ap0acc_013641,3state1ap0acc_004612,15,1,1,1,1,1,skip-bits,4.2,
rev,3state1ap0acc_013641,3state1ap0acc_079896_c,30,1,0,1,1,1,skip-bits,129.9,
rev,3state1ap0acc_013641_c,2state1ap1acc_16912,23,1,1,1,1,1,skip-bits,5.6,
rev,3state1ap0acc_013908,3state1ap2acc_parity_1448359502735549410575,31,1,0,1,1,1,skip-bits,127.7,
rev,3state1ap0acc_020920_c,3state1ap0acc_025112_c,5,0,1,1,1,1,ok,35.7,
rev,3state1ap0acc_021104_c,3state1ap0acc_007448_c,55,0,1,1,1,1,skip-bits,4448.9,
rev,3state1ap0acc_021108,3state1ap0acc_008292_c,7,1,0,1,1,1,ok,137.2,
rev,3state1ap0acc_021920_c,3state1ap0acc_004772_c,12,0,1,1,1,1,ok,1379.8,
rev,3state1ap0acc_021928,3state1ap0acc_078024,18,1,0,1,1,1,skip-bits,4.7,
rev,3state1ap0acc_022632_c,3state1ap0acc_024654,8,0,1,1,1,1,ok,28.7,
rev,3state1ap0acc_023089,3state1ap0acc_075333_c,43,1,0,1,1,1,skip-bits,394.3,
rev,3state1ap0acc_024680_c,3state1ap0acc_007438_c,40,0,1,1,1,1,skip-bits,100.7,
rev,3state1ap0acc_024684,3state1ap1acc_00577895438_c,20,1,0,1,1,1,skip-bits,10.1,
rev,3state1ap0acc_024707,3state1ap0acc_007214,19,1,1,1,1,1,skip-bits,14.3,
rev,3state1ap0acc_024720_c,3state1ap0acc_005514,18,0,1,1,1,1,skip-bits,11.0,
rev,3state1ap0acc_024800,2state1ap0acc_053,22,1,0,1,1,1,skip-bits,5.0,
rev,3state1ap0acc_024802,3state1ap0acc_004741,8,1,0,1,1,1,ok,17.9,
rev,3state1ap0acc_024912,3state1ap0acc_080964,17,1,0,1,1,1,skip-bits,73.0,
rev,3state1ap0acc_024912_c,3state1ap1acc_06510251562,11,0,1,1,1,1,ok,576.6,
rev,3state1ap0acc_024916_c,2state1ap2acc_parity_0039407872,12,0,1,1,1,1,ok,353.2,
rev,3state1ap0acc_024948_c,3state1ap0acc_013645_c,28,0,1,1,1,1,skip-bits,179.1,
rev,3state1ap0acc_025106,3state1ap2acc_parity_0246980041349316193792,4,1,0,1,1,1,ok,8.0,
rev,3state1ap0acc_025109_c,2state1ap2acc_parity_0008557064,28,0,1,1,1,1,skip-bits,5.7,
rev,3state1ap0acc_025264_c,3state1ap0acc_026684,122,0,1,1,1,1,skip-bits,3517.2,
rev,3state1ap0acc_025625,3state1ap2acc_parity_0222475581887189605899,5,1,0,1,1,1,ok,77.0,
rev,3state1ap0acc_025708,2state1ap1acc_50306,21,1,1,1,1,1,skip-bits,5.4,
rev,3state1ap0acc_026641,3state1ap0acc_007434,22,1,0,1,1,1,skip-bits,10.7,
rev,3state1ap0acc_026808,3state1ap1acc_08763069152_c,18,1,0,1,1,1,skip-bits,26.5,
rev,3state1ap0acc_026833_c,3state1ap0acc_006153,45,0,1,1,1,1,skip-bits,49.6,
rev,3state1ap0acc_029325,3state1ap1acc_05671138568,2,1,1,1,1,1,ok,2.1,
rev,3state1ap0acc_029734_c,3state1ap0acc_007436,148,0,1,1,1,1,skip-bits,8212.1,
rev,3state1ap0acc_029734_c,3state1ap0acc_007560_c,28,0,1,1,1,1,skip-bits,972.7,
rev,3state1ap0acc_029769_c,3state1ap0acc_024673,35,0,1,1,1,1,skip-bits,116.9,
rev,3state1ap0acc_029966,3state1ap0acc_024692,126,1,0,1,1,1,skip-bits,2881.4,
rev,3state1ap0acc_030028_c,3state1ap0acc_025136_c,12,0,1,1,1,1,ok,679.9,
rev,3state1ap0acc_030056_c,3state1ap0acc_069704,14,0,1,1,1,1,skip-bits,2.7,
rev,3state1ap0acc_030112_c,3state1ap0acc_096398_c,34,0,1,1,1,1,skip-bits,118.0,
rev,3state1ap0acc_030213,3state1ap0acc_025320_c,96,1,0,1,1,1,skip-bits,1156.4,
rev,3state1ap0acc_030225,3state1ap0acc_031384_c,96,1,0,1,1,1,skip-bits,857.4,
rev,3state1ap0acc_030228_c,3state1ap2acc_parity_0682827486289373906434,22,0,1,1,1,1,skip-bits,95.9,
rev,3state1ap0acc_030724_c,3state1ap0acc_015365,34,0,1,1,1,1,skip-bits,41.3,
rev,3state1ap0acc_030726,3state1ap0acc_030733,4,1,0,1,1,1,ok,4.7,
rev,3state1ap0acc_030729,3state1ap0acc_005769_c,35,1,0,1,1,1,skip-bits,437.2,
rev,3state1ap0acc_030856,3state1ap0acc_007468,19,1,0,1,1,1,skip-bits,34.3,
rev,3state1ap0acc_030856_c,3state1ap0acc_005764_c,8,0,1,1,1,1,ok,143.7,
rev,3state1ap0acc_030862_c,3state1ap0acc_025296_c,56,0,1,1,1,1,skip-bits,1217.5,
rev,3state1ap0acc_031752,3state1ap0acc_020620_c,6,1,0,1,1,1,ok,19.8,
rev,3state1ap0acc_069828,3state1ap0acc_012620_c,21,1,0,1,1,1,skip-bits,11.1,
rev,3state1ap0acc_070248_c,3state1ap1acc_35719401600_c,16,0,1,1,1,1,skip-bits,12.9,
rev,3state1ap0acc_070260_c,3state1ap0acc_080393_c,64,0,1,1,1,1,skip-bits,1210.1,
rev,3state1ap0acc_070360,3state1ap0acc_021657,74,1,0,1,1,1,skip-bits,1008.9,
rev,3state1ap0acc_070788_c,2state1ap2acc_parity_0352460833_c,9,0,1,1,1,1,ok,47.1,
rev,3state1ap0acc_071308_c,3state1ap0acc_025625,33,0,1,1,1,1,skip-bits,103.2,
rev,3state1ap0acc_071702,2state1ap2acc_parity_1083056266,101,1,0,1,1,1,skip-bits,250.8,
rev,3state1ap0acc_071822,3state1ap0acc_076074,51,1,1,1,1,1,skip-bits,118.7,
rev,3state1ap0acc_072710_c,3state1ap0acc_090184,61,1,1,1,1,1,skip-bits,83.8,
rev,3state1ap0acc_073800_c,2state1ap2acc_parity_0541081603,11,0,1,1,1,1,ok,54.4,
rev,3state1ap0acc_073865,2state1ap2acc_parity_0067828500_c,3,1,0,1,1,1,ok,1.4,
rev,3state1ap0acc_073865,2state1ap2acc_parity_2290440257_c,7,1,0,1,1,1,ok,5.6,
rev,3state1ap0acc_073868_c,2state1ap2acc_parity_0574882177,13,0,1,1,1,1,skip-bits,1.6,
rev,3state1ap0acc_073993,3state1ap0acc_025632,14,1,0,1,1,1,skip-bits,2.3,
rev,3state1ap0acc_074056,2state1ap2acc_parity_0002114561,20,1,0,1,1,1,skip-bits,2.6,
rev,3state1ap0acc_074264,3state1ap0acc_096265_c,29,1,0,1,1,1,skip-bits,12.7,
rev,3state1ap0acc_074309,3state1ap0acc_072710_c,98,1,0,1,1,1,skip-bits,965.2,
rev,3state1ap0acc_074472,3state1ap0acc_005148,35,1,1,1,1,1,skip-bits,74.7,
rev,3state1ap0acc_074824,4state1ap2acc_parity_063036089187240698000600034311139232047_c,33,1,0,1,1,1,skip-bits,85.1,
rev,3state1ap0acc_075782,3state1ap0acc_012388_c,35,1,0,1,1,1,skip-bits,60.9,
rev,3state1ap0acc_075796,3state1ap1acc_18420848649_c,15,1,1,1,1,1,skip-bits,3.6,
rev,3state1ap0acc_075812,3state1ap0acc_006440_c,16,1,0,1,1,1,skip-bits,200.6,
rev,3state1ap0acc_075942_c,2state1ap2acc_parity_0005036034_c,27,0,1,1,1,1,skip-bits,48.1,
rev,3state1ap0acc_075972,3state1ap0acc_031010,31,1,0,1,1,1,skip-bits,169.5,
rev,3state1ap0acc_076042,3state1ap1acc_parity_09932264476,4,1,0,1,1,1,ok,73.1,
rev,3state1ap0acc_076293,3state1ap1acc_20944955967_c,20,1,1,1,1,1,skip-bits,4.3,
rev,3state1ap0acc_076317,3state1ap0acc_075285_c,15,1,0,1,1,1,skip-bits,83.4,
rev,3state1ap0acc_077128,3state1ap0acc_029996,30,1,0,1,1,1,skip-bits,160.8,
rev,3state1ap0acc_077961,3state1ap0acc_026642_c,23,1,0,1,1,1,skip-bits,20.5,
rev,3state1ap0acc_078340,3state1ap0acc_007432,20,1,0,1,1,1,skip-bits,7.2,
rev,3state1ap0acc_078858,3state1ap0acc_029976,34,1,0,1,1,1,skip-bits,335.1,
rev,3state1ap0acc_078924,3state1ap0acc_020652_c,29,1,0,1,1,1,skip-bits,136.3,
rev,3state1ap0acc_078948,3state1ap0acc_029966_c,36,1,1,1,1,1,skip-bits,108.1,
rev,3state1ap0acc_079400_c,3state1ap0acc_075860_c,9,0,1,1,1,1,ok,146.2,
rev,3state1ap0acc_079444,2state1ap2acc_parity_2290440257,15,1,0,1,1,1,skip-bits,29.3,
rev,3state1ap0acc_080004_c,3state1ap0acc_007198_c,20,0,1,1,1,1,skip-bits,113.9,
rev,3state1ap0acc_080068_c,3state1ap0acc_024857_c,8,0,1,1,1,1,ok,46.8,
rev,3state1ap0acc_080398,3state1ap0acc_079444,40,1,0,1,1,1,skip-bits,444.0,
rev,3state1ap0acc_080964_c,3state1ap0acc_005514,87,0,1,1,1,1,skip-bits,291.5,
rev,3state1ap0acc_081032_c,3state1ap0acc_071880_c,18,0,1,1,1,1,skip-bits,319.6,
rev,3state1ap0acc_081476_c,3state1ap0acc_006478_c,25,0,1,1,1,1,skip-bits,24.2,
rev,3state1ap0acc_086156_c,3state1ap0acc_004772,36,0,1,1,1,1,skip-bits,11.0,
rev,3state1ap0acc_087196_c,3state1ap0acc_090440,43,1,1,1,1,1,skip-bits,72.6,
rev,3state1ap0acc_090212_c,3state1ap0acc_026644_c,41,0,1,1,1,1,skip-bits,558.0,
rev,3state1ap0acc_090625,3state1ap0acc_021922,18,1,0,1,1,1,skip-bits,12.5,
rev,3state1ap0acc_091236,3state1ap0acc_025253_c,82,1,0,1,1,1,skip-bits,575.8,
rev,3state1ap0acc_091238,3state1ap2acc_parity_1282809694496512603916_c,179,1,0,1,1,1,skip-bits,2809.2,
rev,3state1ap0acc_091682,3state1ap0acc_024946,24,1,0,1,1,1,skip-bits,101.4,
rev,3state1ap0acc_092174,3state1ap0acc_012366,22,1,0,1,1,1,skip-bits,144.3,
rev,3state1ap0acc_106568,3state1ap0acc_080036,4,1,0,1,1,1,ok,6.9,
rev,3state1ap0acc_106660,3state1ap1acc_parity_34966176896,4,1,0,1,1,1,ok,114.0,
rev,3state1ap1acc_00265838612_c,3state1ap0acc_074388_c,7,0,0,0,0,1,ok,22.1,
rev,3state1ap1acc_00501801994,3state1ap1acc_43021293649,7,0,0,0,1,0,ok,14.3,
rev,3state1ap1acc_01078740549_c,3state1ap0acc_092300,24,0,0,0,0,1,skip-bits,51.4,
rev,3state1ap1acc_01343514762_c,2state1ap2acc_parity_0285476138_c,5,0,0,0,0,1,ok,9.0,
rev,3state1ap1acc_06712019249,2state1ap2acc_parity_2726576129_c,21,0,0,0,1,0,skip-bits,33.3,
rev,3state1ap1acc_10821896874_c,2state1ap2acc_parity_0094315016,22,1,1,1,1,1,skip-bits,5.9,
rev,3state1ap1acc_17251696968_c,3state1ap1acc_07986021488,48,1,1,1,1,1,skip-bits,56.5,
rev,3state1ap1acc_19337320362_c,3state1ap0acc_013384_c,2,0,0,0,0,1,ok,6.1,
rev,3state1ap1acc_19879280012,3state1ap0acc_078341_c,5,0,1,1,1,1,ok,1.9,
rev,3state1ap1acc_20401758904_c,3state1ap0acc_004392,29,1,1,1,1,1,skip-bits,10.3,
rev,3state1ap1acc_20552143008_c,3state1ap0acc_077380_c,49,0,1,1,1,1,skip-bits,47.6,
rev,3state1ap1acc_21642354752_c,3state1ap0acc_020738,13,1,1,1,1,1,skip-bits,1.4,
rev,3state1ap1acc_21891294336_c,3state1ap0acc_078356_c,16,1,1,1,1,1,skip-bits,6.6,
rev,3state1ap1acc_22079178886,3state1ap1acc_10818159298_c,20,1,1,1,1,1,skip-bits,3.5,
rev,3state1ap1acc_35769115713,3state1ap0acc_074412_c,22,0,0,0,1,0,skip-bits,215.8,
rev,3state1ap1acc_37118511116,3state1ap2acc_parity_2509786589937695033090_c,38,0,1,1,1,1,skip-bits,23.5,
rev,3state1ap1acc_45103587365_c,3state1ap0acc_029028,33,0,0,0,0,1,skip-bits,85.7,
rev,3state1ap1acc_46475546712_c,3state1ap0acc_069804_c,17,0,0,0,0,1,skip-bits,16.0,
rev,3state1ap1acc_parity_08657112224,3state1ap1acc_18673175256,17,0,0,0,1,0,skip-bits,7.9,
rev,3state1ap1acc_parity_08657112224_c,3state1ap0acc_030240_c,12,0,0,0,0,0,ok,257.1,
rev,3state1ap1acc_parity_08657112224_c,3state1ap0acc_075785,29,0,0,0,0,1,skip-bits,14.5,
rev,3state1ap1acc_parity_09932264476_c,3state1ap1acc_46306722133_c,9,1,1,1,1,1,ok,8.1,
rev,3state1ap1acc_parity_37586212922_c,3state1ap0acc_077976,12,0,0,1,1,1,ok,289.9,
rev,3state1ap1acc_parity_43022074069,3state1ap1acc_parity_34454263104,19,0,1,1,1,1,skip-bits,2.7,
rev,3state1ap1acc_parity_52747897074,3state1ap0acc_025137,9,0,0,0,0,0,ok,21.0,
rev,3state1ap2acc_parity_0171234438415938685971_c,3state1ap0acc_013676,21,0,0,0,0,0,skip-bits,29.9,
rev,3state1ap2acc_parity_0246980041349316193792_c,3state1ap1acc_34454789696,7,0,0,0,1,0,ok,9.4,
rev,3state1ap2acc_parity_1282704417945169446419,3state1ap0acc_025244,51,0,0,0,0,0,skip-bits,99.8,
rev,3state1ap2acc_parity_2568710745067348706059_c,3state1ap0acc_086156,51,0,0,0,0,1,skip-bits,31.8,
rev,3state2ap1acc_parity_1967668635396872344074_c,2state2ap2acc_parity_11862219100637939786_c,96,1,1,1,1,1,skip-bits,26.0,
rev,3state2ap1acc_parity_3585895366144295765516,2state2ap2acc_parity_11740941019044962404,19,0,0,1,1,1,skip-bits,7.5,
rev,3state2ap1acc_parity_3585895366144295765516_c,2state2ap2acc_parity_11316808124643219609,18,1,1,1,1,1,skip-bits,5.3,
rev,3state2ap2acc_parity_00442143975446621002174926794741649083380452,3state2ap2acc_parity_14122322237705402063424891878630450175732896_c,86,0,0,0,0,0,skip-bits,163.4,
rev,3state2ap2acc_parity_01547795618021375473617303844850997545774316_c,2state2ap2acc_parity_01838757176823623953,13,0,0,0,0,1,skip-bits,3.0,
rev,3state2ap2acc_parity_01574353071461662293527634042304113554171601,3state2ap2acc_parity_04290111865843214334382313628225177616302156_c,211,0,0,0,0,1,skip-bits,799.1,
rev,3state2ap2acc_parity_02225287432583565045627619612700794790776537_c,2state2ap2acc_parity_05207513304957954670,18,0,0,0,0,0,skip-bits,13.0,
rev,3state2ap2acc_parity_05646301230268628350670752252735482621755525,2state2ap2acc_parity_00495951104014606457,63,0,0,0,0,0,skip-bits,1212.6,
rev,3state2ap2acc_parity_05744229146499564561388240723307926009780705,1state2ap2acc_parity_00772_c,2,0,0,0,0,0,ok,50.3,
rev,3state2ap2acc_parity_06159861430659382172806574419318109950313840,1state2ap2acc_parity_00772,60,0,0,0,1,0,skip-bits,48.8,
rev,3state2ap2acc_parity_06313475381795330209467421463533420155064625_c,2state2ap2acc_parity_06706656653999847593_c,175,0,0,0,1,0,skip-bits,805.4,
rev,3state2ap2acc_parity_07131409991411177307553436271602182331950408,3state2ap2acc_parity_19292204062434739838585513977313286700953855_c,22,0,0,0,1,0,skip-bits,4.4,
rev,3state2ap2acc_parity_07640798032698989284855753784519901965426725,2state2ap1acc_parity_1642596627,41,0,0,0,0,0,skip-bits,267.1,
rev,3state2ap2acc_parity_11216132919718599426484354168135068180600985,2state2ap2acc_parity_03377207403598746866_c,204,0,0,0,0,0,skip-bits,628.6,
rev,3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,3state2ap1acc_parity_1796825632970893428833,40,0,0,0,0,0,skip-bits,219.8,
rev,3state2ap2acc_parity_11352125598174738554908919375056653404965564,2state2ap2acc_parity_10956058418304074776_c,87,1,0,1,1,1,skip-bits,63.6,
rev,3state2ap2acc_parity_12403977564925508453551236462067085934910282_c,2state2ap2acc_parity_05983266170514214042,7,1,0,1,1,1,ok,10.1,
rev,3state2ap2acc_parity_14187696287525319699726623503636843130614373,2state2ap1acc_parity_0030441824_c,75,0,0,0,0,0,skip-bits,186.0,
rev,3state2ap2acc_parity_14640345009540178756934700191540411232346135_c,2state2ap2acc_parity_00111729103757431907,119,0,0,0,1,0,skip-bits,61.3,
rev,3state2ap2acc_parity_17256777809672929554857622979850165510394022,2state2ap2acc_parity_09340193533924172070,27,0,0,0,0,1,skip-bits,4.9,
rev,3state2ap2acc_parity_18140904740152146744090750607020588661123804,2state2ap2acc_parity_03965744933853960312_c,212,0,0,0,0,1,skip-bits,1820.2,
rev,3state2ap2acc_parity_19292204062434739838585513977313286700953855_c,1state2ap2acc_00386,41,1,1,1,1,1,skip-bits,4.2,
rev,3state2ap2acc_parity_19513157098239232108232341494837416149158789,2state2ap2acc_parity_10439520783294077228,207,0,0,0,0,1,skip-bits,909.2,
rev,4state1ap1acc_parity_00252217007046873636,3state1ap0acc_025893,34,0,1,1,1,1,skip-bits,64.5,
rev,4state1ap1acc_parity_00811778505763562526,3state1ap0acc_015380_c,12,1,1,1,1,1,ok,1028.9,
rev,4state1ap1acc_parity_04902587422865489929,3state1ap0acc_078152_c,7,0,0,0,1,0,ok,4.5,
rev,4state1ap1acc_parity_14195417222003932486,3state1ap0acc_075820_c,34,0,1,1,1,1,skip-bits,70.7,
rev,4state1ap2acc_parity_000632489122214258973456250121784938822,2state1ap2acc_parity_0138758442,23,0,0,0,0,1,skip-bits,21.5,
rev,4state1ap2acc_parity_002914461322280394910983122525890915648,3state1ap0acc_006662_c,11,0,0,0,1,0,ok,744.0,
rev,4state1ap2acc_parity_189524291821398297457560207943178585638,3state1ap0acc_012552,8,1,1,1,1,1,ok,9.7,
rev,4state2ap1acc_parity_016989447636600366334037124246744914241_c,3state2ap2acc_parity_13322400562467511889208063629341661021480178,29,1,0,1,1,1,skip-bits,173.8,
rev,4state2ap1acc_parity_032592156420644438548207861214493032704_c,3state2ap2acc_parity_00360908970317846202065523035211166491340988_c,6,0,0,0,0,1,ok,6.6,
rev,4state2ap1acc_parity_128630394002267607203457118552609683947,2state2ap2acc_parity_12728864607586338936_c,20,0,1,1,1,1,skip-bits,6.6,
rev,4state2ap1acc_parity_182011070065798834957904108023680624228,3state2ap2acc_parity_19699037403887099928121848904437987237110396,29,1,1,1,1,1,skip-bits,3168.6,
rev,4state2ap1acc_parity_216358315450290392374483810345841206404_c,3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,67,1,1,1,1,1,skip-bits,68.9,
rev,4state2ap1acc_parity_216913534712549064574886800825391398934_c,2state2ap2acc_parity_08509043498043523396_c,18,1,0,1,1,1,skip-bits,4.9,
